env_id,exp,seed,src,dst,succ,att,p_hat,episodes_per_pair,horizon,pre_steps
PointLtl2-v0,big_test,0,green,blue,7,10,0.6818181818181818,12,200,150
PointLtl2-v0,big_test,0,green,yellow,10,10,0.9545454545454546,12,200,150
PointLtl2-v0,big_test,0,green,magenta,10,10,0.9545454545454546,12,200,150
PointLtl2-v0,big_test,0,blue,green,7,8,0.8333333333333334,12,200,150
PointLtl2-v0,big_test,0,blue,yellow,8,8,0.9444444444444444,12,200,150
PointLtl2-v0,big_test,0,blue,magenta,8,8,0.9444444444444444,12,200,150
PointLtl2-v0,big_test,0,yellow,green,10,12,0.8076923076923077,12,200,150
PointLtl2-v0,big_test,0,yellow,blue,9,12,0.7307692307692307,12,200,150
PointLtl2-v0,big_test,0,yellow,magenta,12,12,0.9615384615384616,12,200,150
PointLtl2-v0,big_test,0,magenta,green,10,12,0.8076923076923077,12,200,150
PointLtl2-v0,big_test,0,magenta,blue,9,12,0.7307692307692307,12,200,150
PointLtl2-v0,big_test,0,magenta,yellow,12,12,0.9615384615384616,12,200,150
PointLtl2-v0,big_test,0,green,blue,10,14,0.7,20,300,200,0
PointLtl2-v0,big_test,0,green,yellow,10,12,0.8076923076923077,20,300,200,0
PointLtl2-v0,big_test,0,green,magenta,13,13,0.9642857142857143,20,300,200,0
PointLtl2-v0,big_test,0,blue,green,12,13,0.8928571428571429,20,300,200,0
PointLtl2-v0,big_test,0,blue,yellow,12,14,0.8333333333333334,20,300,200,0
PointLtl2-v0,big_test,0,blue,magenta,14,14,0.9666666666666667,20,300,200,0
PointLtl2-v0,big_test,0,yellow,green,12,15,0.78125,20,300,200,0
PointLtl2-v0,big_test,0,yellow,blue,11,16,0.6764705882352942,20,300,200,0
PointLtl2-v0,big_test,0,yellow,magenta,13,15,0.84375,20,300,200,0
PointLtl2-v0,big_test,0,magenta,green,13,15,0.84375,20,300,200,0
PointLtl2-v0,big_test,0,magenta,blue,11,14,0.7666666666666667,20,300,200,0
PointLtl2-v0,big_test,0,magenta,yellow,16,17,0.9166666666666666,20,300,200,0
