trial,s,t,condition,success,pre_used,world_seed,per_link_steps,auto_flush_on_goal
181,magenta,green,delay_1,0,61,18281,200,0
181,magenta,green,delay_2,0,61,18281,200,0
182,yellow,green,baseline,1,53,18382,200,0
182,yellow,green,no_reset,1,53,18382,200,0
182,yellow,green,flush_planner,1,53,18382,200,0
182,yellow,green,clear_hidden_only,1,53,18382,200,0
182,yellow,green,delay_0,1,53,18382,200,0
182,yellow,green,delay_1,1,53,18382,200,0
182,yellow,green,delay_2,1,53,18382,200,0
183,green,magenta,baseline,1,57,18483,200,0
183,green,magenta,no_reset,1,57,18483,200,0
183,green,magenta,flush_planner,1,57,18483,200,0
183,green,magenta,clear_hidden_only,1,57,18483,200,0
183,green,magenta,delay_0,1,57,18483,200,0
183,green,magenta,delay_1,1,57,18483,200,0
183,green,magenta,delay_2,1,57,18483,200,0
184,green,magenta,baseline,0,149,18584,200,0
184,green,magenta,no_reset,0,149,18584,200,0
184,green,magenta,flush_planner,0,149,18584,200,0
184,green,magenta,clear_hidden_only,0,149,18584,200,0
184,green,magenta,delay_0,0,149,18584,200,0
184,green,magenta,delay_1,0,149,18584,200,0
184,green,magenta,delay_2,0,149,18584,200,0
185,magenta,green,baseline,0,136,18685,200,0
185,magenta,green,no_reset,0,136,18685,200,0
185,magenta,green,flush_planner,0,136,18685,200,0
185,magenta,green,clear_hidden_only,0,136,18685,200,0
185,magenta,green,delay_0,0,136,18685,200,0
185,magenta,green,delay_1,0,136,18685,200,0
185,magenta,green,delay_2,0,136,18685,200,0
186,yellow,blue,baseline,1,193,18786,200,0
186,yellow,blue,no_reset,1,193,18786,200,0
186,yellow,blue,flush_planner,1,193,18786,200,0
186,yellow,blue,clear_hidden_only,1,193,18786,200,0
186,yellow,blue,delay_0,1,193,18786,200,0
186,yellow,blue,delay_1,1,193,18786,200,0
186,yellow,blue,delay_2,1,193,18786,200,0
187,magenta,yellow,baseline,1,80,18887,200,0
187,magenta,yellow,no_reset,1,80,18887,200,0
187,magenta,yellow,flush_planner,1,80,18887,200,0
187,magenta,yellow,clear_hidden_only,1,80,18887,200,0
187,magenta,yellow,delay_0,1,80,18887,200,0
187,magenta,yellow,delay_1,1,80,18887,200,0
187,magenta,yellow,delay_2,1,80,18887,200,0
188,yellow,blue,baseline,1,85,18988,200,0
188,yellow,blue,no_reset,1,85,18988,200,0
188,yellow,blue,flush_planner,1,85,18988,200,0
188,yellow,blue,clear_hidden_only,1,85,18988,200,0
188,yellow,blue,delay_0,1,85,18988,200,0
188,yellow,blue,delay_1,1,85,18988,200,0
188,yellow,blue,delay_2,1,85,18988,200,0
189,yellow,blue,baseline,1,57,19089,200,0
189,yellow,blue,no_reset,1,57,19089,200,0
189,yellow,blue,flush_planner,1,57,19089,200,0
189,yellow,blue,clear_hidden_only,1,57,19089,200,0
189,yellow,blue,delay_0,1,57,19089,200,0
189,yellow,blue,delay_1,1,57,19089,200,0
189,yellow,blue,delay_2,1,57,19089,200,0
190,yellow,green,baseline,1,55,19190,200,0
190,yellow,green,no_reset,1,55,19190,200,0
190,yellow,green,flush_planner,1,55,19190,200,0
190,yellow,green,clear_hidden_only,1,55,19190,200,0
190,yellow,green,delay_0,1,55,19190,200,0
190,yellow,green,delay_1,1,55,19190,200,0
190,yellow,green,delay_2,1,55,19190,200,0
191,magenta,blue,baseline,1,148,19291,200,0
191,magenta,blue,no_reset,1,148,19291,200,0
191,magenta,blue,flush_planner,1,148,19291,200,0
191,magenta,blue,clear_hidden_only,1,148,19291,200,0
191,magenta,blue,delay_0,1,148,19291,200,0
191,magenta,blue,delay_1,1,148,19291,200,0
191,magenta,blue,delay_2,0,148,19291,200,0
192,magenta,blue,baseline,1,66,19392,200,0
192,magenta,blue,no_reset,1,66,19392,200,0
192,magenta,blue,flush_planner,1,66,19392,200,0
192,magenta,blue,clear_hidden_only,1,66,19392,200,0
192,magenta,blue,delay_0,1,66,19392,200,0
192,magenta,blue,delay_1,1,66,19392,200,0
192,magenta,blue,delay_2,1,66,19392,200,0
193,blue,green,baseline,1,124,19493,200,0
193,blue,green,no_reset,1,124,19493,200,0
193,blue,green,flush_planner,1,124,19493,200,0
193,blue,green,clear_hidden_only,1,124,19493,200,0
193,blue,green,delay_0,1,124,19493,200,0
193,blue,green,delay_1,1,124,19493,200,0
193,blue,green,delay_2,1,124,19493,200,0
194,yellow,magenta,baseline,1,71,19594,200,0
194,yellow,magenta,no_reset,1,71,19594,200,0
194,yellow,magenta,flush_planner,1,71,19594,200,0
194,yellow,magenta,clear_hidden_only,1,71,19594,200,0
194,yellow,magenta,delay_0,1,71,19594,200,0
194,yellow,magenta,delay_1,1,71,19594,200,0
194,yellow,magenta,delay_2,1,71,19594,200,0
195,green,yellow,baseline,1,200,19695,200,0
195,green,yellow,no_reset,0,200,19695,200,0
195,green,yellow,flush_planner,1,200,19695,200,0
195,green,yellow,clear_hidden_only,0,200,19695,200,0
195,green,yellow,delay_0,1,200,19695,200,0
195,green,yellow,delay_1,1,200,19695,200,0
195,green,yellow,delay_2,1,200,19695,200,0
196,blue,green,baseline,1,107,19796,200,0
196,blue,green,no_reset,1,107,19796,200,0
196,blue,green,flush_planner,1,107,19796,200,0
196,blue,green,clear_hidden_only,1,107,19796,200,0
196,blue,green,delay_0,1,107,19796,200,0
196,blue,green,delay_1,1,107,19796,200,0
196,blue,green,delay_2,1,107,19796,200,0
197,yellow,magenta,baseline,1,48,19897,200,0
197,yellow,magenta,no_reset,1,48,19897,200,0
197,yellow,magenta,flush_planner,1,48,19897,200,0
197,yellow,magenta,clear_hidden_only,1,48,19897,200,0
197,yellow,magenta,delay_0,1,48,19897,200,0
197,yellow,magenta,delay_1,1,48,19897,200,0
197,yellow,magenta,delay_2,1,48,19897,200,0
198,yellow,magenta,baseline,1,55,19998,200,0
198,yellow,magenta,no_reset,1,55,19998,200,0
198,yellow,magenta,flush_planner,1,55,19998,200,0
198,yellow,magenta,clear_hidden_only,1,55,19998,200,0
198,yellow,magenta,delay_0,1,55,19998,200,0
198,yellow,magenta,delay_1,1,55,19998,200,0
198,yellow,magenta,delay_2,1,55,19998,200,0
199,yellow,blue,baseline,1,74,20099,200,0
199,yellow,blue,no_reset,1,74,20099,200,0
199,yellow,blue,flush_planner,1,74,20099,200,0
199,yellow,blue,clear_hidden_only,1,74,20099,200,0
199,yellow,blue,delay_0,1,74,20099,200,0
199,yellow,blue,delay_1,1,74,20099,200,0
199,yellow,blue,delay_2,1,74,20099,200,0
