timestamp,split_type,target_feature,layer,prediction_type,r2_train,r2_test,mse_train,mse_test,n_train_samples,n_test_samples,feature_dim,target_dim
20250722_181754,test_different_world,zone_lidar_delta,ltl_net.rnn,movement_delta,0.0006908344408491154,0.00013768581432979654,0.001284157555641918,0.0012922446700378244,9950,9950,32,16
20250722_181754,test_same_rollout,zone_lidar_delta,ltl_net.rnn,movement_delta,0.0008786666645681021,-0.0013008404773834012,0.0008722465766097698,0.0017020571911928709,9900,10000,32,16
20250722_181754,test_same_world,zone_lidar_delta,ltl_net.rnn,movement_delta,0.0005593647470545429,0.00014140896891581822,0.0010659107058111693,0.0015105562082873324,9950,9950,32,16
