timestamp,split_type,target_feature,layer,r2_train,r2_test,mse_train,mse_test,n_train_samples,n_test_samples,feature_dim,target_dim
20250722_201001,test_different_world,wall_lidar,env_net.mlp.0,0.9497316632242438,-0.33029743216266927,0.0008513721051954661,0.022089053207949086,300,300,128,16
20250722_201001,test_same_rollout,wall_lidar,env_net.mlp.0,0.962308781614952,0.738508315937292,0.0007637590271923731,0.005590080369808974,300,300,128,16
20250722_201001,test_same_world,wall_lidar,env_net.mlp.0,0.9578198357270836,-1.0543680185902402,0.0009651732742475313,0.027566564141504768,200,400,128,16
