timestamp,split_type,target_feature,layer,r2_train,r2_test,mse_train,mse_test,n_train_samples,n_test_samples,feature_dim,target_dim
20250722_200319,test_different_world,agent_pos,env_net.mlp.0,0.9955961643762469,-0.8692955483886781,0.003301737558304189,2.0287133731050067,300,300,128,2
20250722_200319,test_same_rollout,agent_pos,env_net.mlp.0,0.9941890964458604,0.781247403060352,0.007884001038105774,0.2589508020595047,300,300,128,2
20250722_200319,test_same_world,agent_pos,env_net.mlp.0,0.9974039585788798,-0.0675107877104838,0.0009070059975283095,1.6879007025095047,200,400,128,2
