timestamp,split_type,target_feature,layer,prediction_type,r2_train,r2_test,mse_train,mse_test,n_train_samples,n_test_samples,feature_dim,target_dim
20250722_173312,test_different_world,agent_pos,env_net.mlp.0,next_step,0.9734394314314625,0.7817699549041333,0.03508904902505629,0.2183000119379796,3000,3000,128,2
20250722_173312,test_same_rollout,agent_pos,env_net.mlp.0,next_step,0.9582013088458559,0.9016609483647549,0.060854933231556836,0.14696435688592135,3000,3000,128,2
20250722_173312,test_same_world,agent_pos,env_net.mlp.0,next_step,0.9748076238483185,0.6476476977788302,0.03450202848073994,0.5215495628767852,2000,4000,128,2
