timestamp,split_type,target_feature,layer,r2_train,r2_test,mse_train,mse_test,n_train_samples,n_test_samples,feature_dim,target_dim
20250717_231919,test_different_world,wall_sensor,env_net.mlp.0,0.85802996146834,0.4856021631832743,0.7214089166886225,1.5326802217595286,400,700,128,4
20250717_231919,test_same_rollout,wall_sensor,env_net.mlp.0,0.8727601389409929,0.7474034377786463,0.665664534316836,1.0634931974581476,550,550,128,4
20250717_231919,test_same_world,wall_sensor,env_net.mlp.0,0.8569803089969794,0.6388154092392088,0.6662384172051221,1.0517040058811187,450,650,128,4
