timestamp,split_type,target_feature,layer,r2_train,r2_test,mse_train,mse_test,n_train,n_test,n_components
20250723_142235,temporal,agent_pos,env_net.mlp.2,0.712310878993089,0.2868771902141047,0.37245279477363724,0.8178306353707001,225,225,11
20250723_142235,spatial,agent_pos,env_net.mlp.2,0.8066351731895243,-1.8809725252313165,0.18878180902886044,3.5188442279563406,200,250,7
20250723_142235,environmental,agent_pos,env_net.mlp.2,0.9230010549078796,0.03719344201184738,0.10776527399814856,1.2027586658878642,150,300,6
