timestamp,split_type,target_feature,layer,r2_train,r2_test,mse_train,mse_test,n_train,n_test,n_components
20250723_141956,temporal,agent_pos,env_net.mlp.2,0.36146941657660353,0.23153565929679748,0.7269604455614711,0.7837806017943292,1500,1500,15
20250723_141956,spatial,agent_pos,env_net.mlp.2,0.4672940633909923,-0.9468118197244659,0.7653860160429431,1.3037804236392843,1500,1500,15
20250723_141956,environmental,agent_pos,env_net.mlp.2,0.3973519154204105,-0.06597516297188688,0.45249190343246326,1.3309415204275443,1500,1500,14
