timestamp,split_type,target_feature,layer,r2_train,r2_test,mse_train,mse_test,n_train_samples,n_test_samples,feature_dim,target_dim
20250722_200712,test_different_world,agent_pos,ltl_net.rnn,0.00026205737003848206,-0.35875121744149374,0.9005423325523997,1.690418754379395,300,300,32,2
20250722_200712,test_same_rollout,agent_pos,ltl_net.rnn,3.890393147687465e-06,-0.0010438642759768024,1.2855880819654177,1.1238191348996747,300,300,32,2
20250722_200712,test_same_world,agent_pos,ltl_net.rnn,0.017198072194614777,-0.02492268195206926,0.4236041173023969,1.6218800317543132,200,400,32,2
