timestamp,split_type,target_feature,layer,r2_train,r2_test,mse_train,mse_test,n_train_samples,n_test_samples,feature_dim,target_dim
20250717_231042,spatial,agent_pos,env_net.mlp.0,0.9921328489627617,-0.7088331258372915,0.010732338948631535,1.019373342514992,600,513,128,2
20250717_231042,temporal,agent_pos,env_net.mlp.0,0.9949445933109736,-0.08960059685627808,0.006722115290858819,0.8836885682885747,556,557,128,2
