timestamp,split_type,target_feature,layer,prediction_type,r2_train,r2_test,mse_train,mse_test,n_train_samples,n_test_samples,feature_dim,target_dim
20250721_192528,test_different_world,agent_pos,env_net.mlp.0,next_step,0.9923523006649183,-0.046695257041664384,0.0053388899938876236,1.052878478129176,400,700,128,2
20250721_192528,test_same_rollout,agent_pos,env_net.mlp.0,next_step,0.9751636241795143,0.7549122048031975,0.024916026984893154,0.24189689646545964,550,550,128,2
20250721_192528,test_same_world,agent_pos,env_net.mlp.0,next_step,0.9922951588766326,0.23139933918464312,0.006957753616061694,0.8137922360109406,450,650,128,2
