timestamp,split_type,target_feature,layer,prediction_type,r2_train,r2_test,mse_train,mse_test,n_train_samples,n_test_samples,feature_dim,target_dim
20250722_181707,test_different_world,position_delta,ltl_net.rnn,movement_delta,0.0068422177454312005,-0.021722957921141206,0.00013067959358397627,0.00012689016377915641,9950,9950,32,2
20250722_181707,test_same_rollout,position_delta,ltl_net.rnn,movement_delta,0.0006173494618822994,0.0010569254738131417,0.00015276024251366973,0.0001038916361825824,9900,10000,32,2
20250722_181707,test_same_world,position_delta,ltl_net.rnn,movement_delta,0.008639596167588304,-0.04291188152537839,0.0001252504728168263,0.00013352654257897147,9950,9950,32,2
