timestamp,probe_type,split_type,target_feature,r2_train,r2_test,mse_train,mse_test,n_train,n_test,n_components,original_dims
20250723_143033,input,temporal,zone_directions,0.12121506189311845,0.004050705299278506,0.3720070683880482,0.41631248808121274,225,225,3,80
20250723_143033,input,spatial,zone_directions,0.25203958534702714,-0.9920793724596534,0.2614057118429701,0.7035226277512112,200,250,3,80
20250723_143033,input,environmental,zone_directions,0.36296476525011395,-0.7066173590851614,0.21545602113408718,0.6536032018651603,150,300,3,80
