timestamp,env_id,exp,goal,episodes,horizon,p_pi,p_rand,GD,succ_pi,succ_rand
2025-08-11T23:04:03,PointLtl2-v0,big_test,FG green,16,400,0.8529411764705882,0.029411764705882353,3.3672958299524742,14,0
2025-08-11T23:04:03,PointLtl2-v0,big_test,FG blue,16,400,0.9117647058823529,0.029411764705882353,3.4339872044511464,15,0
2025-08-11T23:04:03,PointLtl2-v0,big_test,FG yellow,16,400,0.9117647058823529,0.029411764705882353,3.4339872044511464,15,0
2025-08-11T23:04:03,PointLtl2-v0,big_test,FG magenta,16,400,0.9117647058823529,0.08823529411764706,2.335374915805703,15,1
