step,mse,r2,n_test,r2_clipped
0,1.4907511069025587,0.03987588671267639,10,0.03987588671267639
1,1.4718500522066909,-0.005735738532976209,5,-0.005735738532976209
2,1.4397942492047993,-0.48829298918711445,6,-0.48829298918711445
3,1.6947954954627042,-1.3293866825747398,7,-1.0
4,1.395958691427381,0.01015912593031415,13,0.01015912593031415
5,0.8975747720062413,0.3158102247445004,10,0.3158102247445004
6,1.7318179519092334,-0.19826573082895926,7,-0.19826573082895926
7,0.9756156097189581,0.17005693007868494,12,0.17005693007868494
8,1.063041585309373,0.3253324202814661,13,0.3253324202814661
9,0.7784587207307936,0.3109548902343873,10,0.3109548902343873
10,1.2645765609052397,0.0895626931556393,11,0.0895626931556393
11,0.9795133893571615,-0.29931924014248334,8,-0.29931924014248334
12,1.3752764353506914,-0.2745917240283303,8,-0.2745917240283303
13,0.5160382333463313,0.4541280015662123,7,0.4541280015662123
14,1.5864675534372001,0.10140745346953528,11,0.10140745346953528
15,0.7737131162012192,0.20291061733192883,10,0.20291061733192883
16,1.096529851124404,0.12093494552891243,11,0.12093494552891243
17,0.7257111091597204,0.3851902161883301,10,0.3851902161883301
18,1.278396209329535,0.3550467662763294,9,0.3550467662763294
19,0.9116731994043263,0.12461211933073363,14,0.12461211933073363
20,0.38184479200115623,0.44715496739479305,6,0.44715496739479305
21,0.7595019521756685,0.5023320781663951,9,0.5023320781663951
22,0.8054139940338974,-0.00259945349763846,10,-0.00259945349763846
23,1.055508006068071,0.2611627854696409,15,0.2611627854696409
24,1.5493144288551526,-0.6139447952902802,5,-0.6139447952902802
25,0.7371081521334897,0.27762687302477757,10,0.27762687302477757
26,0.8855638906144829,0.16501133086693842,7,0.16501133086693842
27,0.3725760086101457,0.1868196998181615,5,0.1868196998181615
28,0.5294386027480884,0.4099728660875399,12,0.4099728660875399
29,0.7492785371958719,0.3501091807204032,7,0.3501091807204032
30,0.756985783002998,0.3724485456113058,15,0.3724485456113058
31,0.82289246382771,0.3578922298081104,13,0.3578922298081104
32,0.4822235372709477,0.49629741897753077,9,0.49629741897753077
33,1.0041679244179724,0.25282068572389516,10,0.25282068572389516
34,0.6695371788022222,0.3358666320304797,14,0.3358666320304797
35,0.6382892569222118,0.48301132027360155,16,0.48301132027360155
36,0.9788725373694476,0.1853478313943307,8,0.1853478313943307
37,0.7471631331015742,0.2670442215511883,13,0.2670442215511883
38,0.6655853018586608,0.14784452286555655,13,0.14784452286555655
39,0.9250816920954946,0.37899345813175633,11,0.37899345813175633
40,0.4934866272552907,0.38823293527961167,10,0.38823293527961167
41,0.7000479986880429,0.349046208072926,9,0.349046208072926
42,0.7132193504701876,0.48957398942288965,16,0.48957398942288965
