step,mse,r2,n_test,r2_clipped
43,0.5704098245849573,0.573175542285352,7,0.573175542285352
44,0.8097627694655711,0.46682808937826054,14,0.46682808937826054
45,0.5238682790579613,0.5283927824655761,12,0.5283927824655761
46,0.42331244725765393,0.46748502497120126,9,0.46748502497120126
47,0.8032360558580388,0.2983199598263972,12,0.2983199598263972
48,0.5695098808847365,0.45270707382524056,10,0.45270707382524056
49,0.7058461987531479,0.46619785765139155,15,0.46619785765139155
50,0.7004920607449279,0.40155324814250637,14,0.40155324814250637
51,0.9596620857391405,0.2577381426162037,8,0.2577381426162037
52,0.8998987506964515,0.4202455033967258,8,0.4202455033967258
53,0.9571906667266485,-0.2911873830609969,10,-0.2911873830609969
54,0.7615992543396899,0.06587733616966907,11,0.06587733616966907
55,0.6840341619996234,0.1216082464338672,6,0.1216082464338672
56,1.2241606952546753,-0.23045221121503778,9,-0.23045221121503778
57,0.5518843573734455,0.49809399776717833,12,0.49809399776717833
58,0.7745362563823587,0.19993546409755603,8,0.19993546409755603
59,0.7788442414175656,0.39345611165907607,12,0.39345611165907607
60,0.6761116298216556,0.13086908944317566,14,0.13086908944317566
61,0.8332338376230031,0.41763431557479924,13,0.41763431557479924
62,0.9173791633596002,-0.24066865334266685,11,-0.24066865334266685
63,0.698663387707163,0.17580593122486665,7,0.17580593122486665
64,0.9396381869107971,0.21979004929617219,10,0.21979004929617219
65,1.2716271291413492,0.07602362124626144,4,0.07602362124626144
66,1.0774852053669433,0.051238919736785904,10,0.051238919736785904
67,1.0254768374518761,0.07593783509940627,12,0.07593783509940627
68,1.0905231665995054,-0.20167188093372374,8,-0.20167188093372374
69,1.0996151921774389,0.3673405861895286,11,0.3673405861895286
70,1.0816889506240406,0.29163115687869007,9,0.29163115687869007
71,1.3608559335628596,0.12147986603548999,10,0.12147986603548999
72,0.7172200147690364,0.376565015203301,13,0.376565015203301
73,0.9900111312761486,0.06693279378593187,12,0.06693279378593187
74,1.2459378843621647,0.005923845518091719,9,0.005923845518091719
75,0.6625367587057271,0.4928565034488338,6,0.4928565034488338
76,1.1267218076532333,0.20213251925077463,7,0.20213251925077463
77,0.4759922675283672,0.37381893944621525,10,0.37381893944621525
78,0.9748803071594084,0.04709083413036369,10,0.04709083413036369
79,0.9342099937565942,0.4577886773629162,6,0.4577886773629162
80,1.403457913737399,-0.12124065613453844,9,-0.12124065613453844
81,1.4794046102750456,-0.17161717859593217,7,-0.17161717859593217
82,1.346882637992802,0.08333554698232165,12,0.08333554698232165
83,0.7849451648905015,0.4525156817298181,13,0.4525156817298181
84,1.045153350501613,0.25721845419584227,9,0.25721845419584227
85,1.1307543883067708,0.1303469709307165,9,0.1303469709307165
86,1.2040156467626293,0.38626711366501776,6,0.38626711366501776
87,0.7094681795901474,0.43533903149047415,11,0.43533903149047415
88,0.7464406246028674,0.2671711606893621,9,0.2671711606893621
89,0.9727270034225164,-0.06927379534652145,6,-0.06927379534652145
90,0.8426878451220382,0.31268230865262003,10,0.31268230865262003
91,0.6894752552437238,0.027088958725420886,9,0.027088958725420886
92,1.0661996898074533,0.16365604180181792,11,0.16365604180181792
93,1.074282234919643,0.2499084574622188,13,0.2499084574622188
94,1.108190094794129,-0.0026918580650890367,17,-0.0026918580650890367
95,0.9855147576868414,0.41342030655483963,9,0.41342030655483963
96,0.6094353466675292,0.5295269370677613,14,0.5295269370677613
97,0.6589053024315977,0.4220285126648325,11,0.4220285126648325
98,0.7783477128418961,0.434321674497913,14,0.434321674497913
99,1.1615015584505102,-0.15851618213246366,8,-0.15851618213246366
100,0.7934950905520163,0.33715970200341816,11,0.33715970200341816
101,1.0523384687640331,0.107064165800632,8,0.107064165800632
102,1.042704620157414,0.04267439522026967,11,0.04267439522026967
103,0.7018137735696446,0.2617430995821159,12,0.2617430995821159
104,0.5709334327208422,0.5658401223373837,9,0.5658401223373837
105,0.588197825329002,0.5912357475695049,9,0.5912357475695049
106,0.9103646884547247,0.2959169504372153,16,0.2959169504372153
107,1.0372396370980281,-0.022499962290192965,11,-0.022499962290192965
108,0.7476726548655745,0.4332737688932377,9,0.4332737688932377
109,1.250647990538824,0.2747429646030928,15,0.2747429646030928
110,1.5530427669689668,0.057705935940886466,7,0.057705935940886466
111,0.8437781095587515,0.12339041919630339,7,0.12339041919630339
112,0.9893544103771752,-0.04105424908965205,9,-0.04105424908965205
113,0.8398154981105053,0.32258402963722066,11,0.32258402963722066
114,0.5718244291638619,0.5490116583936864,5,0.5490116583936864
115,0.8823845267564421,0.38269443474059694,9,0.38269443474059694
116,0.7887657094241303,0.26638279747319604,8,0.26638279747319604
117,0.8497873531223026,0.4041137005069569,9,0.4041137005069569
118,1.0085814464889753,0.27119911790747125,12,0.27119911790747125
119,0.7703323536452437,0.5038064197630531,16,0.5038064197630531
120,0.8055726866202836,0.48846455061350375,10,0.48846455061350375
121,0.8363232795561522,0.49255808934315626,13,0.49255808934315626
122,1.2819819485844175,0.30500381397467446,11,0.30500381397467446
123,0.5639327007614128,-0.19710255852941772,8,-0.19710255852941772
124,0.615666476106707,0.4768619034120833,9,0.4768619034120833
125,1.0722691928954728,0.3068538978573968,12,0.3068538978573968
126,1.0903184197096285,0.22331188829590704,7,0.22331188829590704
127,0.6371141561336144,0.533058395598128,11,0.533058395598128
128,0.6373728776016387,0.20399889675464417,9,0.20399889675464417
129,0.5672359269550559,0.627306493625559,7,0.627306493625559
130,1.2941077359074395,-0.1485808838872406,12,-0.1485808838872406
131,1.4513184245797797,0.22743604756866453,14,0.22743604756866453
132,0.8812051337658722,0.34300539599830954,9,0.34300539599830954
133,0.5752760317922526,0.5666112441672779,12,0.5666112441672779
134,1.3490861078197653,0.003926914838194628,9,0.003926914838194628
135,0.5288028759290965,0.29513784436388374,7,0.29513784436388374
136,0.8255532631545546,-0.8722063950365795,8,-0.8722063950365795
137,0.6581046348642344,0.5622852124378653,11,0.5622852124378653
138,0.6105511360887512,0.38907619879290384,8,0.38907619879290384
139,1.4122698664060194,0.22178721818831065,10,0.22178721818831065
140,1.6512596931238175,-0.21541645101976303,9,-0.21541645101976303
141,0.645663992426585,0.3745988369078397,13,0.3745988369078397
142,1.5140896570046627,-0.0029191424547163614,14,-0.0029191424547163614
143,1.0513555550141456,0.18253577712083047,15,0.18253577712083047
144,0.911231556505822,0.2696211620433568,13,0.2696211620433568
145,0.7656469482714303,0.3171344774961028,11,0.3171344774961028
146,0.837017569526233,0.3911667598139487,13,0.3911667598139487
147,0.8463008573773609,0.4330173486551655,8,0.4330173486551655
148,0.7509496778934335,-0.045223816805574246,7,-0.045223816805574246
149,1.1841662379744355,0.2212722354649584,11,0.2212722354649584
150,0.6407063391688449,0.39295373946777806,8,0.39295373946777806
151,0.4976006630108396,0.5151328676900135,10,0.5151328676900135
152,1.4334124356638267,-0.12392604807649099,10,-0.12392604807649099
153,0.7147441244004378,0.24988794091670125,11,0.24988794091670125
154,0.5838794200798922,0.4953132532602142,11,0.4953132532602142
155,1.0164500486473114,0.4212131755476599,4,0.4212131755476599
156,0.8176775620795262,0.3711004158984845,10,0.3711004158984845
157,1.0452641781411698,0.4178803041859461,14,0.4178803041859461
158,0.46237475450129445,0.6603052625012218,15,0.6603052625012218
159,0.7763599079444452,0.22717393255074536,4,0.22717393255074536
160,0.7174451021719443,0.4492789927476883,9,0.4492789927476883
161,0.8676593160031228,0.013507440616696231,9,0.013507440616696231
162,0.93107787344029,0.38337064079967187,13,0.38337064079967187
163,0.5713450065935783,0.5392618575906158,10,0.5392618575906158
164,0.8324266794941717,0.44053471749310336,12,0.44053471749310336
165,0.32514636351111115,0.7382374980008061,5,0.7382374980008061
166,0.3680676599451498,0.34759179895079173,6,0.34759179895079173
167,0.7095569089826206,0.3274352611405166,8,0.3274352611405166
168,0.8338616068005684,0.45527818193877456,15,0.45527818193877456
169,0.8200772798547209,0.05382028359752489,5,0.05382028359752489
170,0.5564167658304638,0.39650212519362604,5,0.39650212519362604
171,0.8045270471294135,0.04528828721180439,11,0.04528828721180439
172,0.25368195050375125,0.704217571864977,8,0.704217571864977
173,0.9315817497921524,0.3872970231023408,12,0.3872970231023408
174,1.0723495132055825,0.16375456224528295,12,0.16375456224528295
175,0.7218166863496482,0.3105103752848477,10,0.3105103752848477
176,0.9664579085471072,0.3000062715555234,11,0.3000062715555234
177,0.6768197405392986,0.40156392952251635,3,0.40156392952251635
178,1.2247519389767922,-0.49243124337564326,7,-0.49243124337564326
179,0.6054507281912065,0.48049481890717394,8,0.48049481890717394
180,0.5468482742540434,0.4762146647454383,10,0.4762146647454383
181,0.5177935678139977,0.2551247970517677,9,0.2551247970517677
182,0.4916143615112533,0.47304019163783484,10,0.47304019163783484
183,0.8333884231197893,0.35271746085545264,10,0.35271746085545264
184,0.6181098214326044,0.4157153162843249,9,0.4157153162843249
185,1.0368383305360447,0.09657135058528987,10,0.09657135058528987
186,0.6741495256331049,0.6003735343170693,8,0.6003735343170693
187,1.0103970499502901,0.35926977476302663,16,0.35926977476302663
188,0.8101824204972317,0.4011206624760402,14,0.4011206624760402
189,0.9949153711665719,-0.17976307843425487,13,-0.17976307843425487
190,1.0648985332549181,-0.009192715814273222,5,-0.009192715814273222
191,0.6700540334977018,0.25555980916614035,8,0.25555980916614035
192,0.6270675091158175,0.3733345726280714,8,0.3733345726280714
193,1.388681951611166,-0.07863757220230339,4,-0.07863757220230339
194,0.8193786707608346,0.3589977428669984,14,0.3589977428669984
