world_id,r2_train,r2_test,mse_train,mse_test,n_train_samples,n_test_samples,feature_dim
6,0.9999750782779175,-26.11035925509892,6.658017942106576e-06,0.647182810346099,188,188,640
8,0.9999465682943206,-6.710459136728006,1.902084182708915e-05,0.5647880641920572,188,188,640
9,0.9986674856172858,-113.23682670179251,0.00015214259551188717,1.977384970702062,376,188,640
