step,r2_train,r2_test,mse_train,mse_test,n_samples
"(172, 6)",0.9995372113313428,,9.426196971461149e-05,9.426152493662491e-05,2
"(172, 9)",0.9983769026481162,,0.0006365962492433512,0.0005522593440394201,3
"(173, 6)",0.9996310475058383,,7.248648150547931e-05,7.248612478983634e-05,2
"(173, 9)",0.9984505401299504,,0.0007216717408157284,0.0005213799350071071,3
"(174, 6)",0.9995902286051,,7.756611370219997e-05,7.756728241479127e-05,2
"(174, 9)",0.9984124086222801,,0.0006462591602995587,0.000569769474590483,3
"(175, 6)",0.9995748828576151,,7.761062485669914e-05,7.761099176857673e-05,2
"(175, 9)",0.9984721086866792,,0.0007270364734352642,0.000539313964799378,3
"(176, 6)",0.9994588178485309,,9.526354571992673e-05,9.526327061050423e-05,2
"(176, 9)",0.9985837901301999,,0.0008299473369844954,0.0008104696814288164,3
"(177, 6)",0.9995021350950783,,8.444856301622693e-05,8.444989662884668e-05,2
"(177, 9)",0.9984118480130231,,0.0009519034212148649,0.0006968601783327845,3
"(178, 6)",0.9994425264117063,,9.105082829558711e-05,9.105064534188871e-05,2
"(178, 9)",0.9985935676401532,,0.0005750923579506233,0.0005476312572665974,3
"(179, 6)",0.9995188052592605,,7.573196569401962e-05,7.573219693008954e-05,2
"(179, 9)",0.9986312421816046,,0.0006445852579597312,0.0004972157305903009,3
"(180, 6)",0.9994213636246805,,8.757536932143064e-05,8.757502752662909e-05,2
"(180, 9)",0.9986116737055224,,0.0005661025061532485,0.0005207308075981813,3
"(181, 6)",0.9995053884987217,,7.193474937855566e-05,7.193391843289059e-05,2
"(181, 9)",0.9986937583561109,,0.000628339198486271,0.0004908985531572316,3
"(182, 6)",0.9994307781543887,,7.955060455237372e-05,7.955054192551867e-05,2
"(182, 9)",0.9986177568116058,,0.0005585373673172263,0.00053299292826471,3
"(183, 6)",0.9995113515796283,,6.568142765749672e-05,6.568168327992978e-05,2
"(183, 9)",0.9986358571390961,,0.000876313375389187,0.0006969844252007931,3
"(184, 6)",0.9995233241757046,,6.16267949199478e-05,6.162633036609392e-05,2
"(184, 9)",0.9985441619758649,,0.0006067516055564546,0.0006032172140475471,3
"(185, 6)",0.9995705817100675,,5.345375790758967e-05,5.3452768538573536e-05,2
"(185, 9)",0.9986161433683576,,0.0006936359958565124,0.0005182868428586806,3
"(186, 6)",0.999420019501793,,6.934655579301328e-05,6.934703556843894e-05,2
"(186, 9)",0.998675416338628,,0.0007461569735755223,0.0007184171948652786,3
"(187, 6)",0.9995375896072464,,5.305493845882592e-05,5.305420182535647e-05,2
"(187, 9)",0.9986803049783983,,0.0006671234545714054,0.00047428483200644665,3
"(188, 6)",0.9994369330088404,,6.200233049451161e-05,6.200162444876057e-05,2
"(188, 9)",0.9986903449586466,,0.0007106941108894682,0.0006674172811346131,3
"(189, 6)",0.9995459688301296,,4.790611095466917e-05,4.790674659081682e-05,2
"(189, 9)",0.9987096924652062,,0.0006654625833407355,0.00048452549044667305,3
"(190, 6)",0.9994517415512076,,5.5312851560796584e-05,5.531277700228725e-05,2
"(190, 9)",0.9986698160644103,,0.0005828237901859854,0.0005281617898465157,3
"(191, 6)",0.9994749816173244,,5.070405732331841e-05,5.070413591321519e-05,2
"(191, 9)",0.9985838733186267,,0.000981714050712428,0.0006860872092723931,3
"(192, 6)",0.9994618483587374,,4.961195640495656e-05,4.9612271565618814e-05,2
"(192, 9)",0.9986686744148905,,0.0007825596918816832,0.0007908524535743332,3
"(193, 6)",0.9994934889136193,,4.451549596320054e-05,4.4515117410777976e-05,2
"(193, 9)",0.998439644973355,,0.0010438809599392195,0.0007268322998275701,3
"(194, 6)",0.9993921369369454,,5.0929572284670465e-05,5.0929712432012296e-05,2
"(194, 9)",0.9985284830492723,,0.0007913524314397519,0.0007906453697815786,3
"(195, 6)",0.99946878910979,,4.247231016601962e-05,4.247233483463925e-05,2
"(195, 9)",0.99841661944309,,0.0010094832231374623,0.0007407864450680498,3
"(196, 6)",0.9993562100027247,,4.911212495440988e-05,4.9112111018976015e-05,2
"(196, 9)",0.998396650188518,,0.0007904189214094907,0.0008302002534501618,3
"(197, 6)",0.9994391093764161,,4.0864306693220306e-05,4.086428309337602e-05,2
"(197, 9)",0.9982837287469668,,0.0011487730658903763,0.0008537490830018518,3
"(198, 6)",0.9995964473556521,,2.8109365826092e-05,2.810857534208767e-05,2
"(198, 9)",0.9984625493345131,,0.0008809598517872327,0.0010435946313273887,3
