step,mse,r2,n_test,r2_clipped
10,0.037407553950032896,0.9437895726533703,3,0.9437895726533703
14,0.025522780777086387,0.882842009795449,2,0.882842009795449
15,0.026084871109456634,0.5064212444750578,2,0.5064212444750578
34,0.010170779169462582,0.9845943225240534,2,0.9845943225240534
35,0.006139257208734089,0.945507155418834,2,0.945507155418834
45,0.009460936829093783,0.9911966942948467,2,0.9911966942948467
55,0.030752906606505516,0.9263192352196803,2,0.9263192352196803
64,0.035087079717836624,0.9818884806521684,2,0.9818884806521684
67,0.025256849883380627,-0.28971379043572676,2,-0.28971379043572676
68,0.007904151111645436,0.5754213183456884,2,0.5754213183456884
90,0.005086968024946717,0.995583939819308,2,0.995583939819308
103,0.004463734523450487,0.9870026000759126,2,0.9870026000759126
118,0.05664486099756076,0.775744113027579,3,0.775744113027579
127,0.01657695651222885,-49.28137775282127,2,-1.0
150,0.0017551946263977963,0.9159358350299138,2,0.9159358350299138
157,0.021236703366603632,0.9922291403506509,2,0.9922291403506509
165,0.0306883550910551,0.9801700101408342,2,0.9801700101408342
172,0.015070870220113603,0.9925578048098491,2,0.9925578048098491
173,0.017085338713883916,0.989678790013568,2,0.989678790013568
186,0.02082926871977442,0.982218651957303,2,0.982218651957303
