world_id,r2_train,r2_test,mse_train,mse_test,n_train_samples,n_test_samples,feature_dim
6,0.9998197564000877,-11.728992557253033,5.735033044792579e-05,0.4715053729794063,194,194,320
9,0.9946811964741725,-86.66247113809469,0.0006032530482315854,2.8758109130414873,388,194,320
