timestamp,split_type,target_feature,layer,r2_train,r2_test,mse_train,mse_test,n_train,n_test,n_components
20250723_141951,temporal,agent_pos,env_net.mlp.0,0.42252500241036134,0.16688001575586958,0.6586047561390396,0.8338530493028967,1500,1500,20
20250723_141951,spatial,agent_pos,env_net.mlp.0,0.5066149284278137,-1.1567050189108459,0.7058686910849593,1.4224755571387342,1500,1500,18
20250723_141951,environmental,agent_pos,env_net.mlp.0,0.5081333517757985,-0.0998871455309489,0.363487702703468,1.343878108803847,1500,1500,19
