feature,mode,alpha,dce,flip_rate
actor_prelogits,steer,-1.0,0.8646449054336984,0.1506524317912218
actor_prelogits,steer,-0.5,0.3468963227356323,0.02491103202846975
actor_prelogits,steer,-0.25,0.152329214860239,0.011862396204033215
actor_prelogits,steer,0.0,1.519947454009518e-08,0.0
actor_prelogits,steer,0.25,-0.07860230771326229,0.1055753262158956
actor_prelogits,steer,0.5,-0.07261576234120506,0.1257413997627521
actor_prelogits,steer,1.0,0.06491576743595825,0.16132858837485173
