feature,mode,alpha,dce,flip_rate
actor_mid,steer,0.0,1.519947454009518e-08,0.0
actor_mid,steer,0.25,-0.06403183295768111,0.06168446026097272
actor_mid,steer,0.5,-0.059083305859885304,0.12336892052194544
actor_mid,steer,1.0,0.08092391229997267,0.15183867141162516
