target,auroc,auprc,ece
"cell(4,3)_ch7",1.0,1.0,0.0016107035937905853
"cell(4,3)_ch8",1.0,1.0,0.00028180517061752823
"cell(4,3)_ch9",1.0,1.0,0.0008675517454506924
"cell(4,3)_ch10",1.0,0.9999999999999999,0.000555618952571162
"cell(4,3)_ch11",1.0,1.0,0.0003094383776441913
"cell(4,4)_ch0",1.0,1.0,0.001287748625166586
"cell(4,4)_ch1",0.9999999999999999,1.0,0.0013862248696499505
"cell(4,4)_ch2",1.0,1.0,0.0017351586467707258
"cell(4,4)_ch3",1.0,1.0,0.002819284265933198
"cell(4,4)_ch4",1.0,1.0,0.0007091792642591432
"cell(4,4)_ch5",1.0,1.0,0.0016357584988332423
"cell(4,4)_ch6",1.0,1.0,0.0009071683741313513
"cell(4,4)_ch7",0.9998083801737353,0.992217385569186,0.004165249046911265
"cell(4,4)_ch8",1.0,1.0,0.0006229357551948666
"cell(4,4)_ch9",0.9999398267008986,0.9992674588865995,0.015025733557079608
"cell(4,4)_ch10",1.0,1.0,0.0011933927782876396
"cell(4,4)_ch11",1.0,1.0,0.0006869039135290993
"cell(4,5)_ch0",0.9999244256348246,0.9963235294117647,0.0032005253767869914
"cell(4,5)_ch1",0.9999999999999999,1.0,0.001753016072351041
"cell(4,5)_ch2",1.0,1.0,0.0033001184172993655
"cell(4,5)_ch3",1.0,1.0,0.004774996618425094
"cell(4,5)_ch4",1.0,0.9999999999999999,0.0013937254289535569
"cell(4,5)_ch5",1.0,1.0,0.0014424248462394913
"cell(4,5)_ch6",1.0,1.0000000000000002,0.01140198680916412
"cell(4,5)_ch7",0.999024999024999,0.9853074364252157,0.005162765610675185
"cell(4,5)_ch8",1.0,1.0,0.0025215460534012604
"cell(4,5)_ch9",0.9950072621641249,0.9125490562748331,0.013740351947397901
"cell(4,5)_ch10",1.0,1.0,0.0021789950588848393
"cell(4,5)_ch11",1.0,1.0,0.0011884455202642015
"cell(4,6)_ch0",0.6357337352912574,0.14394826764365182,0.07171566071326692
"cell(4,6)_ch1",0.9208736396614269,0.2415059824915871,0.02955833685963608
"cell(4,6)_ch2",0.8715050835148874,0.3721234140356789,0.0513715845160824
"cell(4,6)_ch3",0.9053937618473205,0.3530411611656228,0.03953097399702612
"cell(4,6)_ch4",0.8992165242165242,0.38380674549423616,0.024855569268084264
"cell(4,6)_ch5",0.7885448916408669,0.3214931647317412,0.11064858540370341
"cell(4,6)_ch6",0.912121811350603,0.6735913974979079,0.057814041735769595
"cell(4,6)_ch7",0.855522078900292,0.17373548975719566,0.03885896525009416
"cell(4,6)_ch8",0.8985153764581124,0.4879233443145438,0.025469767052694776
"cell(4,6)_ch9",0.8113496932515338,0.09508640180243144,0.13165368522541557
"cell(4,6)_ch10",0.7097142643148711,0.1763390354034887,0.1769203172666464
"cell(4,6)_ch11",0.9556538932303926,0.5191507118060036,0.022862497232365022
"cell(5,0)_ch0",0.7239902080783354,0.17439209151465412,0.036532690563965395
"cell(5,0)_ch1",0.7710134901418194,0.22963666326157894,0.07815972311437445
"cell(5,0)_ch2",0.7921603366183146,0.10777508128329255,0.03962805488311318
"cell(5,0)_ch3",0.7942754919499107,0.11632990728145207,0.04990754319772502
"cell(5,0)_ch4",0.883906847410497,0.4992992328327489,0.026321343462196365
"cell(5,0)_ch5",0.7787873081630732,0.1107061271071779,0.045442612558091226
"cell(5,0)_ch6",0.6546750086896073,0.062483756911263885,0.058759858077488354
"cell(5,0)_ch7",0.8615488215488216,0.2710565313940772,0.03850902631927361
"cell(5,0)_ch8",0.7867910066428206,0.16725218428827418,0.051621791760010936
"cell(5,0)_ch9",0.6875319366377108,0.04849306428278979,0.0516698244251011
"cell(5,0)_ch10",0.7421255222269164,0.174305422812038,0.117638369648704
"cell(5,0)_ch11",0.7198044009779953,0.10332691217255288,0.04713132843373628
"cell(5,1)_ch0",1.0,1.0,0.003932047512579167
"cell(5,1)_ch1",0.9987281237281238,0.9787414965986394,0.0023627076434412165
"cell(5,1)_ch2",0.99872660834902,0.9545764699982966,0.006978839484135764
"cell(5,1)_ch3",0.9986675935581045,0.9404634853164264,0.007872482115509234
"cell(5,1)_ch4",1.0,1.0,0.0037463918335220625
"cell(5,1)_ch5",0.9999398267008986,0.9993003731343284,0.0034284178129925956
"cell(5,1)_ch6",0.9998177399756987,0.9929545454545454,0.0033554714811394873
"cell(5,1)_ch7",0.9989106753812637,0.9672461957511369,0.009435019373163121
"cell(5,1)_ch8",1.0,1.0,0.003279440643268145
"cell(5,1)_ch9",0.9979462123832584,0.9699108168678524,0.007529350623555633
"cell(5,1)_ch10",0.9997863552200541,0.990347841923147,0.004326885281562899
"cell(5,1)_ch11",0.99976827714054,0.991780045351474,0.002111449978761851
"cell(5,2)_ch0",1.0,0.9999999999999999,0.0013994719557652486
"cell(5,2)_ch1",0.9999625888514777,0.9991087344028521,0.0033671505942882984
"cell(5,2)_ch2",1.0,1.0,0.003928956281887128
"cell(5,2)_ch3",1.0,1.0,0.003862291447388216
"cell(5,2)_ch4",1.0,0.9999999999999999,0.0017678475623128357
"cell(5,2)_ch5",1.0,1.0,0.001685468501672722
"cell(5,2)_ch6",1.0,0.9999999999999999,0.00264982577889576
"cell(5,2)_ch7",0.9896741150716616,0.8894373356890889,0.046061754935338546
"cell(5,2)_ch8",1.0,1.0,0.0037430429453688607
"cell(5,2)_ch9",0.9993082051067042,0.9942448552493895,0.004527338212267078
"cell(5,2)_ch10",0.9999295873820588,0.9989709581253956,0.0017056173173251273
"cell(5,2)_ch11",1.0,1.0,0.0009377259500900232
"cell(5,3)_ch0",1.0,1.0,0.002344893398481162
"cell(5,3)_ch1",0.9999022004889976,0.9968615384615386,0.003933806672824109
"cell(5,3)_ch2",1.0,1.0,0.0021828284300544213
"cell(5,3)_ch3",0.9999783811829817,0.9997175141242938,0.0033081944496521774
"cell(5,3)_ch4",1.0,1.0,0.0020399266116538
"cell(5,3)_ch5",1.0,0.9999999999999999,0.0015530001619388858
"cell(5,3)_ch6",1.0,1.0,0.0024614702864578543
"cell(5,3)_ch7",0.9999061165094119,0.9986462828007202,0.017349127435501793
"cell(5,3)_ch8",0.9999999999999999,1.0,0.001165982730090512
"cell(5,3)_ch9",1.0,1.0,0.009559583391996616
"cell(5,3)_ch10",1.0,1.0,0.0025248240362675516
"cell(5,3)_ch11",1.0,1.0,0.0014416975467939587
"cell(5,4)_ch0",0.9999999999999999,1.0,0.003432526152192765
"cell(5,4)_ch1",1.0,1.0,0.003945189603717022
"cell(5,4)_ch2",1.0,1.0,0.004117439383026927
"cell(5,4)_ch3",0.9999586964602867,0.9994838379333696,0.0033472929832204738
"cell(5,4)_ch4",0.9999287850733514,0.9967320261437909,0.002968715036576091
"cell(5,4)_ch5",1.0,1.0,0.001042173983919856
"cell(5,4)_ch6",1.0,1.0,0.000994499539918333
"cell(5,4)_ch7",0.9985268514798447,0.9874863160030203,0.00471639631138925
"cell(5,4)_ch8",1.0,0.9999999999999999,0.0011171621963304052
"cell(5,4)_ch9",0.9999469777306468,0.9981884057971013,0.0181974528469045
"cell(5,4)_ch10",0.9995489954899549,0.9856831487235721,0.00281723741548357
"cell(5,4)_ch11",1.0,1.0,0.0021474953561240436
"cell(5,5)_ch0",1.0,1.0,0.015031877945492383
"cell(5,5)_ch1",1.0,1.0,0.003988680149782744
"cell(5,5)_ch2",0.9997348886532343,0.9913600891861761,0.003575031431481624
"cell(5,5)_ch3",0.9998997111681642,0.9987592952165837,0.004978445221986077
"cell(5,5)_ch4",1.0,1.0,0.002354622312075901
"cell(5,5)_ch5",1.0,1.0,0.002537138102644405
"cell(5,5)_ch6",0.9999812755121148,0.9997929606625259,0.008384765307708533
"cell(5,5)_ch7",0.9973063973063974,0.8919913202266143,0.008900989341303612
"cell(5,5)_ch8",1.0,1.0,0.006409261198685682
"cell(5,5)_ch9",0.9808080808080808,0.8477859879911183,0.012168495982988874
"cell(5,5)_ch10",0.9946537059538275,0.9307587064676618,0.02494855354291758
"cell(5,5)_ch11",0.9997321548145173,0.9969488939740656,0.014035272781654074
"cell(5,6)_ch0",0.789191224931739,0.17055425091272766,0.03631612008824044
"cell(5,6)_ch1",0.7419534842194545,0.1614037351479124,0.11269300741157375
"cell(5,6)_ch2",0.8373275236020334,0.23849985120509468,0.049532213239426526
"cell(5,6)_ch3",0.935453440107333,0.5684899344018818,0.05945543801356745
"cell(5,6)_ch4",0.8032323232323232,0.11194568399705884,0.02831748574752296
"cell(5,6)_ch5",0.9211982726091149,0.47290406920313593,0.08221034397164806
"cell(5,6)_ch6",0.8290123456790124,0.3235353619651282,0.10349792348062646
"cell(5,6)_ch7",0.8961302282470166,0.2294256408386787,0.03753763557337247
"cell(5,6)_ch8",0.8291043911481867,0.23611150687352642,0.053530228912907075
"cell(5,6)_ch9",0.7878239608801956,0.1817327443723963,0.074749766246579
"cell(5,6)_ch10",0.4470282103176242,0.10167062600286132,0.10389871741786147
"cell(5,6)_ch11",0.6839977516430302,0.23304724815633993,0.10658285468336566
"cell(6,0)_ch0",0.8778942076155698,0.5288215297868982,0.10585984209273852
"cell(6,0)_ch1",0.6191302437952999,0.12486378316635072,0.10414934794946729
"cell(6,0)_ch2",0.6908980179382128,0.11175218659834382,0.0834861524619622
"cell(6,0)_ch3",0.6773882559158633,0.13135925887236602,0.0531279696792338
"cell(6,0)_ch4",0.7510437710437711,0.13062681706538712,0.08786813789471525
"cell(6,0)_ch5",0.6950549450549451,0.0685804076847718,0.05739424102064244
"cell(6,0)_ch6",0.468491887132615,0.10935429720561468,0.1319418007842541
"cell(6,0)_ch7",0.7388439818403277,0.14414688940055842,0.054488471987318106
"cell(6,0)_ch8",0.5511831726555653,0.04226079726275412,0.07970238714382068
"cell(6,0)_ch9",0.5905623471882641,0.07503969936018108,0.0433748480538391
"cell(6,0)_ch10",0.724337221633086,0.09676137193669739,0.04897339985783616
"cell(6,0)_ch11",0.8828665948607478,0.6785346682685133,0.11474684135235816
"cell(6,1)_ch0",0.895272349592245,0.5659464870118462,0.06047774091146443
"cell(6,1)_ch1",0.8650996423096576,0.29235255656885245,0.039790270438808784
"cell(6,1)_ch2",0.8119568995481404,0.15855301606703118,0.04672046203666971
"cell(6,1)_ch3",0.7217587765033019,0.10114093356299127,0.050303938304218636
"cell(6,1)_ch4",0.8331788693234476,0.18677292643419358,0.02952621962308959
"cell(6,1)_ch5",0.7036055143160128,0.21434872433758645,0.08777376067956953
"cell(6,1)_ch6",0.7837751855779427,0.13385661249396524,0.06944882036926057
"cell(6,1)_ch7",0.8696319018404908,0.23452540634570587,0.045100660107293904
"cell(6,1)_ch8",0.7640521205927441,0.10449765060167775,0.05282325263977355
"cell(6,1)_ch9",0.9023257890272757,0.5424387186907632,0.05485532267325454
"cell(6,1)_ch10",0.8311770943796393,0.17077836754236458,0.03632747093282231
"cell(6,1)_ch11",0.8316085693536673,0.2401786874710644,0.06655080643481757
"cell(6,2)_ch0",0.8466994669946699,0.23620537129849045,0.04692826944228883
"cell(6,2)_ch1",0.805410728768393,0.13996882044962994,0.03846115572648857
"cell(6,2)_ch2",0.7921052631578946,0.29571607681152945,0.17685604727527077
"cell(6,2)_ch3",0.8017399267399267,0.1315427571312821,0.046728436013898964
"cell(6,2)_ch4",0.9616534976117138,0.8725510878418382,0.054645578494508434
"cell(6,2)_ch5",0.77799511002445,0.11744161642018329,0.08754805837951397
"cell(6,2)_ch6",0.8764404609475032,0.31048237151469293,0.08597394694832464
"cell(6,2)_ch7",0.878121146732429,0.20940788574846694,0.08325215394818963
"cell(6,2)_ch8",0.8682260024301336,0.3701435997434999,0.04959454839594234
"cell(6,2)_ch9",0.6052575564069818,0.21974081148889518,0.0770193496777995
"cell(6,2)_ch10",0.7878787878787878,0.18725396926434676,0.08451098579674961
"cell(6,2)_ch11",0.8636185819070904,0.23750824324818295,0.06609830484964083
"cell(6,3)_ch0",0.8347063978965819,0.24413047967305357,0.03529490395010928
"cell(6,3)_ch1",0.83779399837794,0.2816520603514658,0.02393654720900273
"cell(6,3)_ch2",0.4538710397144132,0.13788049768301086,0.12966818563082033
"cell(6,3)_ch3",0.7270334059549746,0.12703357442169688,0.04128154346587337
"cell(6,3)_ch4",0.9454871973120149,0.4639980470291161,0.016448702014110844
"cell(6,3)_ch5",0.8813234542667348,0.11654500210275359,0.03435009247742434
"cell(6,3)_ch6",0.8202856826486546,0.19954644702945298,0.0398611243976156
"cell(6,3)_ch7",0.8230317848410758,0.34288369656171735,0.051816939306548765
"cell(6,3)_ch8",0.7923372738926079,0.12125105136272085,0.03679968825198304
"cell(6,3)_ch9",0.5850840729506048,0.16821599388515412,0.12595264772260326
"cell(6,3)_ch10",0.8381144781144781,0.29127724966907265,0.024502819443736782
"cell(6,3)_ch11",0.8642144892144892,0.26822965590134135,0.038210232895148404
"cell(6,4)_ch0",0.8122335495829471,0.044698337045623995,0.06826113298201468
"cell(6,4)_ch1",0.9092004821213339,0.46246849159078207,0.0732342485045997
"cell(6,4)_ch2",0.8116870415647922,0.19344857224282633,0.056099005556853425
"cell(6,4)_ch3",0.8437685334237058,0.20376134036988983,0.054885885161704555
"cell(6,4)_ch4",0.9481085363438305,0.5174179342862412,0.05455856962510122
"cell(6,4)_ch5",0.692969067969068,0.14565051804492438,0.040058315594572805
"cell(6,4)_ch6",0.8221633085896077,0.1701012175968018,0.04802051910129263
"cell(6,4)_ch7",0.6837220911236159,0.15047541742804652,0.09526605168813111
"cell(6,4)_ch8",0.8624183368397742,0.2999541994497564,0.025774733905716208
"cell(6,4)_ch9",0.9171347171347171,0.5429725711697493,0.06304757901302638
"cell(6,4)_ch10",0.4241998125083702,0.16414594334697585,0.09049263191850916
"cell(6,4)_ch11",0.9447122896299271,0.6891309048292811,0.041106708636371406
"cell(6,5)_ch0",0.8725036310820624,0.23339707703879703,0.03559442178105114
"cell(6,5)_ch1",0.6224042455006922,0.17491011865458342,0.07326740726779504
"cell(6,5)_ch2",0.7667709419534237,0.1722200031107244,0.047690646949495825
"cell(6,5)_ch3",0.7068792619334135,0.06919424983711883,0.12492829336626747
"cell(6,5)_ch4",0.7718607645078233,0.22457752399920664,0.07831602713712603
"cell(6,5)_ch5",0.8849831649831651,0.20715392860901086,0.03221270726717783
"cell(6,5)_ch6",0.7668716687166872,0.28909939705995263,0.05717140354096234
"cell(6,5)_ch7",0.7564856451054998,0.19383440828057424,0.1326399494644429
"cell(6,5)_ch8",0.8715535378141955,0.3013317313690797,0.03509440970413051
"cell(6,5)_ch9",0.6370280146163215,0.03642228247163927,0.11558639066740978
"cell(6,5)_ch10",0.700616569212065,0.20559025939325842,0.14357909539691066
"cell(6,5)_ch11",0.7861415752741775,0.1498370399400882,0.06999409171350514
"cell(6,6)_ch0",0.8040957958921694,0.3253444393810227,0.10100744628702533
"cell(6,6)_ch1",0.5833214641788919,0.029975828911493474,0.08505136307964152
"cell(6,6)_ch2",0.6426536426536427,0.04884506740761524,0.061294629575209515
"cell(6,6)_ch3",0.5003256003256003,0.0921965353624644,0.10533470094502313
"cell(6,6)_ch4",0.5847457627118644,0.08384134515765565,0.06680522455999628
"cell(6,6)_ch5",0.8020567194685744,0.07469433703689886,0.06066640992457579
"cell(6,6)_ch6",0.5632425709825091,0.18165149941274067,0.17088448185060393
"cell(6,6)_ch7",0.7464748517461015,0.19755510859342112,0.10709464850384759
"cell(6,6)_ch8",0.6852495128357198,0.11606938877355083,0.09812342502036332
"cell(6,6)_ch9",0.5675620675620676,0.06243199669946261,0.09444535498181181
"cell(6,6)_ch10",0.4293497059840886,0.09864440403422481,0.11128639230104333
"cell(6,6)_ch11",0.34184054469580494,0.08165072568226824,0.1317897930631019
