target,auroc,auprc,ece
"cell(1,6)_ch11",0.8473400673400673,0.19558283344016786,0.03898132455738012
"cell(2,0)_ch0",0.8685185185185186,0.23355610655220962,0.05333211134957083
"cell(2,0)_ch1",0.7902716914986855,0.23095331983754133,0.053108295221786415
"cell(2,0)_ch2",0.6985538615973399,0.34865054657677297,0.10902041841185743
"cell(2,0)_ch3",0.7356501922803019,0.04809175767773273,0.0752265973224255
"cell(2,0)_ch4",0.7994132029339853,0.13651287064633544,0.09437337088162877
"cell(2,0)_ch5",0.6183987274655356,0.03841839838674393,0.10344642544000254
"cell(2,0)_ch6",0.8396080168309157,0.13110172780696774,0.042633772799491994
"cell(2,0)_ch7",0.9754192952761964,0.8086726045286485,0.049304438594745106
"cell(2,0)_ch8",0.5553481221172853,0.1714232101343438,0.10954745887399003
"cell(2,0)_ch9",0.832522303325223,0.18390574184992206,0.07561330849548828
"cell(2,0)_ch10",0.8759859772129711,0.30126012202297975,0.0424023137321844
"cell(2,0)_ch11",0.8114355231143552,0.1892791503947497,0.03785587315421574
"cell(2,1)_ch0",1.0,0.9999999999999999,0.006903964738950582
"cell(2,1)_ch1",1.0,0.9999999999999999,0.0034316975531366845
"cell(2,1)_ch2",1.0,1.0,0.002095591110570683
"cell(2,1)_ch3",0.999826207855405,0.9931869717584003,0.006006024861595758
"cell(2,1)_ch4",0.9998044009779951,0.9934557413600893,0.003067992326619874
"cell(2,1)_ch5",1.0,1.0,0.0011761929583601653
"cell(2,1)_ch6",1.0,1.0,0.0019841649931028665
"cell(2,1)_ch7",0.9998634998634999,0.9984807078563647,0.006950646033192486
"cell(2,1)_ch8",1.0,0.9999999999999999,0.0019111841389075888
"cell(2,1)_ch9",1.0,1.0,0.004759291234225092
"cell(2,1)_ch10",1.0,0.9999999999999999,0.0021230708042267806
"cell(2,1)_ch11",1.0,1.0000000000000002,0.0014605289702766455
"cell(2,2)_ch0",1.0,1.0,0.0021554917613507423
"cell(2,2)_ch1",1.0,1.0,0.00303271330875695
