timestamp,probe_type,k_steps,split_type,r2_test,mse_test,n_train,n_test,input_dims,pca_dims
20250724_220551,actor_output,1,temporal,-0.01185266860196077,0.0002026428733669989,5000,4900,2,2
20250724_220551,actor_output,1,spatial,-0.06396333554018518,0.00016529152329122434,4950,4950,2,2
20250724_220551,actor_output,1,environmental,-0.010073581559264744,0.0001629401978143088,4950,4950,2,2
