timestamp,probe_type,k_steps,split_type,r2_test,mse_test,n_train,n_test,input_dims,pca_dims
20250724_215208,output,5,temporal,0.1681292005288948,0.0041627095176774145,4800,4700,64,22
20250724_215208,output,5,spatial,-0.04813023990178733,0.004081293076628574,4750,4750,64,22
20250724_215208,output,5,environmental,-0.031176846295022154,0.004207754692005872,4750,4750,64,22
