timestamp,probe_type,split_type,target_feature,r2_train,r2_test,mse_train,mse_test,n_train,n_test,n_components,original_dims
20250725_134231,input,temporal,raw_features,-3.207100906199379e+18,-1.0950670969892702e+19,0.423272571906865,0.5319730053434182,500,500,3,80
20250725_134231,input,spatial,raw_features,-1.075562085087083e+19,-1.1393420469965304e+19,0.49012755919636214,0.4446854901157685,500,500,4,80
