timestamp,probe_type,k_steps,split_type,r2_test,mse_test,n_train,n_test,input_dims,pca_dims
20250724_215132,output,1,temporal,0.16301035361210242,0.00016611173730241122,5000,4900,64,22
20250724_215132,output,1,spatial,-0.07521164067651243,0.00016420453292159508,4950,4950,64,22
20250724_215132,output,1,environmental,-0.011434246232612078,0.00016167707314006073,4950,4950,64,22
