timestamp,probe_type,split_method,split_type,target_feature,r2_train,r2_test,mse_train,mse_test,n_train,n_test,n_components,original_dims
20250725_135147,output,temporal,temporal,zone_distances,0.461144799414248,0.4102735707369987,0.5094830221637543,0.5563471811580858,500,500,17,64
