timestamp,probe_type,k_steps,split_type,r2_test,mse_test,n_train,n_test,input_dims,pca_dims
20250724_220509,actor_output,1,temporal,0.04128651355647217,0.00016687304426707254,625,600,2,2
20250724_220509,actor_output,1,spatial,-0.019095504852144174,0.00011412947248055071,588,637,2,2
20250724_220509,actor_output,1,environmental,-0.20600761834461623,0.0001357837460116041,490,735,2,2
