timestamp,probe_type,k_steps,split_type,r2_test,mse_test,n_train,n_test,input_dims,pca_dims
20250724_215150,output,3,temporal,0.17250498520220686,0.0014987298084158693,4900,4800,64,22
20250724_215150,output,3,spatial,-0.046618261744522105,0.0014442991780344873,4850,4850,64,22
20250724_215150,output,3,environmental,-0.03541265492868839,0.0014806439038961726,4850,4850,64,22
