timestamp,probe_type,k_steps,split_type,r2_test,mse_test,n_train,n_test,input_dims,pca_dims
20250724_215113,input,1,temporal,-0.01466408220221449,0.00020757994499469138,5000,4900,80,3
20250724_215113,input,1,spatial,-0.043282229892731894,0.0001622974223967961,4950,4950,80,3
20250724_215113,input,1,environmental,-0.004239485582829605,0.00016661946294922107,4950,4950,80,3
