timestamp,probe_type,split_type,target_feature,r2_train,r2_test,mse_train,mse_test,n_train,n_test,n_components,original_dims
20250723_144214,output,temporal,zone_distances,0.8208339109574583,0.4969482380320227,0.14647229890645974,0.37220680014422386,225,225,12,64
20250723_144214,output,spatial,zone_distances,0.9665816108525516,-1.3441247879208507,0.021158648355954997,1.476569853339055,200,250,8,64
20250723_144214,output,environmental,zone_distances,0.8679341240617773,-2.2285059746231326,0.020338547697797322,1.5012074990819553,150,300,7,64
