timestamp,probe_type,split_type,target_feature,r2_train,r2_test,mse_train,mse_test,n_train,n_test,n_components,original_dims
20250724_203335,output,temporal,zone_lidar_approx,0.5200708285021614,0.3114576717248347,0.008777194587841625,0.015997924786270754,5000,5000,22,64
20250724_203335,output,spatial,zone_lidar_approx,0.4724999534935218,0.3096603091348317,0.010674109013878694,0.01431206292196999,5000,5000,21,64
20250724_203335,output,environmental,zone_lidar_approx,0.46305006872329063,0.34709012316409726,0.010896746673553054,0.013786178344431133,5000,5000,21,64
