method,goal,k_steps,n_worlds,n_rollouts,max_steps,n_samples,x_train_r2,x_test_r2,y_train_r2,y_test_r2,distance_r2,mean_true_distance,mean_pred_distance,timestamp
combined_embeddings,FG blue,1,3,5,50,735,0.921755344335294,0.9134778450265787,0.8918040444919744,0.860910324323146,0.6041399993199097,0.013873863631816022,0.012758526,20250725_130621
