timestamp,probe_type,split_type,target_feature,r2_train,r2_test,mse_train,mse_test,n_train,n_test,n_components,original_dims
20250724_203356,input,temporal,features_subset,0.004198053829756139,-0.030412306593921842,0.018520409205582154,0.020326393697186213,5000,5000,3,80
20250724_203356,input,spatial,features_subset,0.006196235589266595,-0.026961453848667848,0.018414636276948657,0.020300861002151362,5000,5000,3,80
20250724_203356,input,environmental,features_subset,0.00802219515423181,-0.033034123801730646,0.020538751056357114,0.018122983760424465,5000,5000,3,80
