timestamp,probe_type,split_type,target_feature,r2_train,r2_test,mse_train,mse_test,n_train,n_test,n_components,original_dims
20250724_203940,output,temporal,joint_positions,0.6919071964102074,0.5528034186483972,0.02521369931077259,0.04832275807294111,5000,5000,22,64
20250724_203940,output,spatial,joint_positions,0.6454865235637127,0.5096888245848455,0.032423347415944805,0.04509356510659205,5000,5000,21,64
20250724_203940,output,environmental,joint_positions,0.6500650306020368,0.4629324765579863,0.03196383419530633,0.04646527585975013,5000,5000,21,64
