timestamp,probe_type,split_type,target_feature,r2_train,r2_test,mse_train,mse_test,n_train,n_test,n_components,original_dims
20250723_144837,output,temporal,zone_distances,0.6574244205083433,0.21408048938204255,0.25658414327503043,0.621704121948361,1000,1000,17,64
20250723_144837,output,spatial,zone_distances,0.7710294390453181,-0.5206146187737037,0.17302991396230272,1.1751826059976258,1000,1000,16,64
