step,mse,r2,n_test,r2_clipped
43,0.4732755189962742,-1.1184233040170877,7,-1.0
44,0.7026321472657766,0.535970700358166,12,0.535970700358166
45,0.7055481726644464,0.29746277119979286,11,0.29746277119979286
46,1.1967984159349576,-0.17445311440293498,7,-0.17445311440293498
47,1.120961392839835,-0.023776055526958273,7,-0.023776055526958273
48,0.7292652700754603,0.4717462359953611,10,0.4717462359953611
49,0.9496835023528072,0.45279206142883555,12,0.45279206142883555
50,0.6424039068812212,0.24760738228443013,12,0.24760738228443013
51,0.9232798816654335,0.4686228983633177,7,0.4686228983633177
52,0.9059043954097072,0.37018049129855085,12,0.37018049129855085
53,0.524472398095361,0.5767156756611705,4,0.5767156756611705
54,1.0891848024162953,0.19948647437606554,9,0.19948647437606554
55,1.4500753665543558,0.1077325418913897,7,0.1077325418913897
56,0.8629888306177411,0.3384122413092184,6,0.3384122413092184
57,0.3712243604072744,0.642667318740548,7,0.642667318740548
58,0.9252838689430825,0.35925054388771344,11,0.35925054388771344
59,0.7687886481678105,0.22503878489506451,12,0.22503878489506451
60,0.7233992634920933,0.3843235270828301,7,0.3843235270828301
61,0.5958030562073027,0.5790862440991926,10,0.5790862440991926
62,0.7720283993285253,-0.025942665299955037,5,-0.025942665299955037
63,1.3685211479567312,-0.13691366479399036,4,-0.13691366479399036
64,0.8210321907333662,0.48769515059076024,10,0.48769515059076024
65,0.8580837008288069,-0.904950783960774,7,-0.904950783960774
66,0.48916064200315207,0.6768802286669975,5,0.6768802286669975
67,0.7226491950400503,0.24471656586550944,8,0.24471656586550944
68,0.7609239056463366,0.26351936653663616,10,0.26351936653663616
69,0.834162388245594,0.08470252080678914,11,0.08470252080678914
70,1.3398516949814345,0.09890571348389238,13,0.09890571348389238
71,1.4825278978420986,0.20516343174615348,11,0.20516343174615348
72,0.9845003252965754,-1.1922348505632396,8,-1.0
73,1.0568219165413193,0.415647693192936,10,0.415647693192936
74,0.6996697998676831,0.44046363407894656,9,0.44046363407894656
75,0.8318704615452505,0.478080512335683,11,0.478080512335683
76,0.7829000735410578,0.17042911968172014,16,0.17042911968172014
77,1.045062733310926,0.3702532390337083,12,0.3702532390337083
78,0.7649914775452988,0.4794387461144105,15,0.4794387461144105
79,0.8153277578114664,0.37172826915563045,15,0.37172826915563045
80,1.3700159384191068,0.29284975699060745,11,0.29284975699060745
81,0.7051664430954445,0.37317827749981747,14,0.37317827749981747
82,1.0656702847112818,0.33827121163806373,13,0.33827121163806373
83,0.8494536114069722,0.3686318978339727,16,0.3686318978339727
84,0.7521474983245909,0.42962066733398224,13,0.42962066733398224
85,1.5187303237285565,0.39862238500973723,3,0.39862238500973723
86,0.47421075703106597,0.23915684581482627,8,0.23915684581482627
87,0.5953549508765024,0.5576120968770846,9,0.5576120968770846
88,0.9508218430214976,0.25797191504147793,10,0.25797191504147793
89,0.6356961060787829,0.28781328559855074,8,0.28781328559855074
90,0.8810327667777911,0.3560770823805863,14,0.3560770823805863
91,1.036232515457041,0.08633137979516997,12,0.08633137979516997
92,0.9632985607198175,0.306675970455016,14,0.306675970455016
93,1.1678178508871964,0.14883047381851067,10,0.14883047381851067
94,0.6234766329888121,0.5626810078151745,11,0.5626810078151745
95,0.8157231594857028,-0.8340922351659271,6,-0.8340922351659271
96,0.7167166923303023,0.3345661567836973,7,0.3345661567836973
97,1.7934235007766572,-0.16538303764898216,9,-0.16538303764898216
98,0.6329607985034031,0.40351442931226583,14,0.40351442931226583
99,0.8111419081954546,0.3730380615934327,7,0.3730380615934327
100,0.8886845432125365,0.3191398978530058,9,0.3191398978530058
101,0.7544889742280656,0.44085637836012465,12,0.44085637836012465
102,0.8952976661112412,0.1785636933353862,11,0.1785636933353862
103,0.643614617238198,0.365110949607956,7,0.365110949607956
104,0.7769619701658537,0.49730254270610563,10,0.49730254270610563
105,0.8629835697799422,0.33535796250040767,11,0.33535796250040767
106,0.39608389744799305,0.6916768776929053,5,0.6916768776929053
107,1.3413423355403458,0.282315660947637,11,0.282315660947637
108,0.42912671931272306,0.5428287224867454,9,0.5428287224867454
109,0.6717051406663244,-0.138961978549486,5,-0.138961978549486
110,1.0259959362979758,0.22282581454820455,12,0.22282581454820455
111,1.3466606562371093,0.05217538285108275,12,0.05217538285108275
112,1.3800433934599994,-0.0605961108381845,10,-0.0605961108381845
113,1.2813040628608356,0.100033158351163,7,0.100033158351163
114,1.3572629369939198,-0.035520369154083464,15,-0.035520369154083464
115,1.2310568339502705,0.12253868407407459,10,0.12253868407407459
116,0.5783410910871714,0.5443098948244115,8,0.5443098948244115
117,0.9284788250588545,0.3139472018686409,8,0.3139472018686409
118,1.143488362457071,0.21105521609112743,10,0.21105521609112743
119,0.6520649717134362,0.22371181413844432,9,0.22371181413844432
120,0.3003066466253954,0.7420406443429874,3,0.7420406443429874
121,1.0511926569075998,0.4231497282181003,11,0.4231497282181003
122,0.645814822899272,0.449490373362844,12,0.449490373362844
123,0.5585123185668102,0.22174766925828937,9,0.22174766925828937
124,1.1616200296115207,-0.579557154771539,8,-0.579557154771539
125,1.103451223128061,0.1075084102523402,12,0.1075084102523402
126,0.5362066503965915,0.2701421727517927,13,0.2701421727517927
127,0.5933551459513549,0.40141364884473835,4,0.40141364884473835
128,1.1624278734987388,0.08920489242904267,7,0.08920489242904267
129,1.040682996923114,0.25648561739522646,12,0.25648561739522646
130,0.68968414944536,0.544533338803624,10,0.544533338803624
131,1.0728772411988001,-0.12517141153716,15,-0.12517141153716
132,0.7666592598483749,0.41234233077855004,12,0.41234233077855004
133,0.5283295434081071,0.43807221561090426,11,0.43807221561090426
134,0.9171957526424472,0.28265150769037106,12,0.28265150769037106
135,0.955319996573043,0.32710968802749946,13,0.32710968802749946
136,0.577470732419638,0.4209355254055491,8,0.4209355254055491
137,0.7201731090816201,0.33380344824797903,11,0.33380344824797903
138,0.8423499810132729,0.33206728379345046,7,0.33206728379345046
139,0.7530322997460913,0.2622807169479541,8,0.2622807169479541
140,0.9423323484875021,0.061150104862206234,15,0.061150104862206234
141,1.2873983512351792,0.04291231151948832,13,0.04291231151948832
142,1.704263257248656,-0.22065498889043167,10,-0.22065498889043167
143,0.9690606619267258,0.10558092236012617,16,0.10558092236012617
144,1.139861940792969,0.10968826706797069,8,0.10968826706797069
145,0.8105647480408509,-0.25449962548046273,9,-0.25449962548046273
146,0.8671310969442259,0.21122964470143496,12,0.21122964470143496
147,0.9135417591548343,0.15607576954708452,11,0.15607576954708452
148,0.462776746030872,0.3331519203994961,7,0.3331519203994961
149,0.298155613338891,0.6909938801046903,7,0.6909938801046903
