world_id,r2_train,r2_test,mse_train,mse_test,n_train_samples,n_test_samples,feature_dim
6,0.9998494864129575,-22.895677388340278,5.2444757738233285e-05,0.5314098835864801,193,193,320
9,0.994055814753737,-51.59302147008617,0.0006393424465082262,3.744259890357764,386,193,320
