method,goal,split_method,k_steps,n_worlds,n_rollouts,max_steps,n_samples,x_train_r2,x_test_r2,y_train_r2,y_test_r2,distance_r2,mean_true_distance,mean_pred_distance,timestamp
combined_embeddings,FG blue,rollouts,1,5,6,50,1470,0.8660825622016916,-1.3377122151740397,0.8294324891826389,-0.5638051884099053,-0.86144881549795,0.014950420891847909,0.013946017,20250725_131101
