method,goal,split_method,k_steps,n_worlds,n_rollouts,max_steps,n_samples,x_train_r2,x_test_r2,y_train_r2,y_test_r2,distance_r2,mean_true_distance,mean_pred_distance,timestamp
combined_embeddings,FG blue,worlds,1,10,10,100,9900,0.40272660891789724,0.10611840119792548,0.5524070741950636,-0.04241238812494608,-0.9645069903539571,0.01586486690258697,0.011394028,20250725_131802
