timestamp,probe_type,k_steps,split_type,r2_test,mse_test,n_train,n_test,input_dims,pca_dims
20250724_220529,actor_input,1,temporal,0.1405848696925014,0.00017165369690930806,5000,4900,96,22
20250724_220529,actor_input,1,spatial,-0.10926603435075166,0.00017010052904410753,4950,4950,96,22
20250724_220529,actor_input,1,environmental,-0.014205380869220519,0.00016348348658868581,4950,4950,96,22
