timestamp,probe_type,k_steps,split_type,r2_test,mse_test,n_train,n_test,input_dims,pca_dims
20250724_215225,output,10,temporal,0.1923830123234726,0.01615518555151303,4500,4500,64,22
20250724_215225,output,10,spatial,-0.07199782493397527,0.016869720450949435,4500,4500,64,22
20250724_215225,output,10,environmental,-0.0448773567157556,0.01742873129293222,4500,4500,64,22
