timestamp,probe_type,k_steps,split_type,r2_test,mse_test,n_train,n_test,input_dims,pca_dims
20250724_214940,output,3,temporal,0.3179036167656565,0.0010295320053324837,600,575,64,18
20250724_214940,output,3,spatial,-0.5011007301798263,0.0015468567171828926,564,611,64,18
20250724_214940,output,3,environmental,-0.6234802867498118,0.001532758375484063,470,705,64,18
