timestamp,probe_type,k_steps,split_type,r2_test,mse_test,n_train,n_test,input_dims,pca_dims
20250724_214926,output,1,temporal,0.2796776175472598,0.00012339845318930204,625,600,64,18
20250724_214926,output,1,spatial,-0.48070855789912015,0.00016991645514074014,588,637,64,18
20250724_214926,output,1,environmental,-0.7895854230923968,0.00018708401294094905,490,735,64,18
