timestamp,probe_type,split_method,split_type,target_feature,r2_train,r2_test,mse_train,mse_test,n_train,n_test,n_components,original_dims
20250725_135023,input,temporal,temporal,zone_lidar_approx,0.07856401174209235,-0.26724423126792285,0.01805591093527118,0.030058904238070467,500,500,3,80
