timestamp,probe_type,split_type,target_feature,r2_train,r2_test,mse_train,mse_test,n_train,n_test,n_components,original_dims
20250723_144909,input,temporal,zone_distances,0.015753667543557115,-0.04225597180367974,0.8245707449655539,0.9965632519574539,2500,2500,3,80
20250723_144909,input,spatial,zone_distances,0.0201405765615639,-0.09845640469065617,0.8438284377856013,0.9822812215625221,2500,2500,3,80
