timestamp,probe_type,split_type,target_feature,r2_train,r2_test,mse_train,mse_test,n_train,n_test,n_components,original_dims
20250724_203429,input,temporal,raw_features,-6.676479376000769e+20,-6.579240187505453e+20,0.546257447640579,0.5954243554098467,5000,5000,3,80
20250724_203429,input,spatial,raw_features,-6.683934964359416e+20,-6.57201620706442e+20,0.5994693830020411,0.536992119511929,5000,5000,3,80
20250724_203429,input,environmental,raw_features,-6.67089859078707e+20,-6.584668603502834e+20,0.5448889721372246,0.5912144058810987,5000,5000,3,80
