method,r2,mse,mae,train_r2,train_mse,train_mae,n_train,n_test
temporal_generalization,-9.583026342263974,0.0807072676596018,0.23659664421374582,0.9775731721007856,0.004496396971322812,0.04578204267214722,100,50
