timestamp,probe_type,split_type,target_feature,r2_train,r2_test,mse_train,mse_test,n_train,n_test,n_components,original_dims
20250723_142555,input,temporal,agent_pos,0.1471965839702168,-0.03575999804857488,1.1847508671876406,1.107462556930244,225,225,3,80
20250723_142555,input,spatial,agent_pos,0.14073132131854915,-0.8535677164375614,0.6279337689942034,2.2187433867029798,200,250,3,80
20250723_142555,input,environmental,agent_pos,0.35035139382748814,-0.3175812081389325,0.7031457720130717,1.6405545228971863,150,300,3,80
